x,y,z 
16912.398,72264.169,468.0
16912.398,72762.565,469.0
16912.398,73260.96,468.0
16912.398,73759.356,467.0
16912.398,74257.659,469.0
16912.398,74756.055,470.0
16912.398,75254.45,468.0
16912.398,75752.754,468.0
16912.398,76251.149,468.0
16912.398,76749.544,468.0
16912.398,77247.939,465.0
16912.398,77746.243,465.0
16912.398,78244.638,464.0
16912.398,78743.033,462.0
16912.398,79241.428,463.0
16912.398,79739.731,462.0
16912.398,80238.126,462.0
16912.398,80736.52,462.0
16912.398,81234.915,462.0
16912.398,81733.218,463.0
16912.398,82231.613,464.0
16912.398,82730.007,460.0
16912.398,83228.31,459.0
16912.398,83726.704,461.0
16912.398,84225.098,458.0
16912.398,84723.493,456.0
16912.398,85221.795,459.0
16912.398,85720.189,458.0
16912.398,86218.583,463.0
16912.398,86716.977,455.0
16912.398,87215.28,457.0
16912.398,87713.673,455.0
16912.398,88212.067,457.0
16912.398,88710.461,456.0
16912.398,89208.763,456.0
16912.398,89707.157,454.0
16912.398,90205.55,457.0
16912.398,90703.852,453.0
16912.398,91202.245,452.0
16912.398,91700.639,452.0
16912.398,92199.032,455.0
16912.398,92697.334,451.0
16912.398,93195.727,449.0
16912.398,93694.12,452.0
16912.398,94192.513,452.0
16912.398,94690.814,455.0
16912.398,95189.207,453.0
16912.398,95687.599,452.0
16912.398,96185.992,451.0
16912.398,96684.293,452.0
16912.398,97182.686,450.0
17409.746,0.0,1448.0
17409.746,498.399,1463.0
17409.746,996.707,1489.0
17409.746,1495.107,1467.0
17409.746,1993.506,1439.0
17409.746,2491.906,1450.0
17409.746,2990.214,1427.0
17409.746,3488.613,1395.0
17409.746,3987.013,1358.0
17409.746,4485.412,1325.0
17409.746,4983.72,1299.0
17409.746,5482.12,1293.0
17409.746,5980.519,1302.0
17409.746,6478.919,1292.0
17409.746,6977.227,1260.0
17409.746,7475.626,1211.0
17409.746,7974.025,1203.0
17409.746,8472.333,1191.0
17409.746,8970.733,1180.0
17409.746,9469.132,1165.0
17409.746,9967.532,1156.0
17409.746,10465.839,1142.0
17409.746,10964.239,1131.0
17409.746,11462.638,1120.0
17409.746,11961.038,1112.0
17409.746,12459.346,1117.0
17409.746,12957.745,1117.0
17409.746,13456.144,1121.0
17409.746,13954.544,1086.0
17409.746,14452.851,1068.0
17409.746,14951.251,1047.0
17409.746,15449.65,1029.0
17409.746,15947.958,958.0
17409.746,16446.357,933.0
17409.746,16944.756,916.0
17409.746,17443.156,865.0
17409.746,17941.463,792.0
17409.746,18439.863,750.0
17409.746,18938.262,745.0
17409.746,19436.661,736.0
17409.746,19934.969,719.0
17409.746,20433.368,710.0
17409.746,20931.767,694.0
17409.746,21430.166,684.0
17409.746,21928.474,678.0
17409.746,22426.873,669.0
17409.746,22925.272,662.0
17409.746,23423.58,655.0
17409.746,23921.979,648.0
17409.746,24420.378,645.0
17409.746,24918.777,638.0
17409.746,25417.084,632.0
17409.746,25915.483,624.0
17409.746,26413.882,620.0
17409.746,26912.281,619.0
17409.746,27410.589,612.0
17409.746,27908.988,605.0
17409.746,28407.386,605.0
17409.746,28905.785,602.0
17409.746,29404.093,610.0
17409.746,29902.491,611.0
17409.746,30400.89,602.0
17409.746,30899.198,596.0
17409.746,31397.596,594.0
17409.746,31895.995,583.0
17409.746,32394.394,591.0
17409.746,32892.701,584.0
17409.746,33391.1,594.0
17409.746,33889.498,599.0
17409.746,34387.897,580.0
17409.746,34886.204,540.0
17409.746,35384.603,536.0
17409.746,35883.001,553.0
17409.746,36381.4,534.0
17409.746,36879.707,520.0
17409.746,37378.105,525.0
17409.746,37876.503,524.0
17409.746,38374.81,529.0
17409.746,38873.209,531.0
17409.746,39371.607,538.0
17409.746,39870.005,539.0
17409.746,40368.312,544.0
17409.746,40866.71,552.0
17409.746,41365.109,555.0
17409.746,41863.507,545.0
17409.746,42361.813,564.0
17409.746,42860.212,561.0
17409.746,43358.61,548.0
17409.746,43857.008,554.0
17409.746,44355.314,546.0
17409.746,44853.712,529.0
17409.746,45352.11,536.0
17409.746,45850.417,526.0
17409.746,46348.815,518.0
17409.746,46847.213,519.0
17409.746,47345.61,513.0
17409.746,47843.917,510.0
17409.746,48342.314,510.0
17409.746,48840.712,508.0
17409.746,49339.11,508.0
17409.746,49837.416,507.0
17409.746,50335.814,503.0
17409.746,50834.211,503.0
17409.746,51332.609,500.0
17409.746,51830.915,498.0
17409.746,52329.312,497.0
17409.746,52827.71,497.0
17409.746,53326.016,495.0
17409.746,53824.413,494.0
17409.746,54322.81,490.0
17409.746,54821.207,490.0
17409.746,55319.513,491.0
17409.746,55817.91,488.0
17409.746,56316.308,488.0
17409.746,56814.705,484.0
17409.746,57313.01,483.0
17409.746,57811.407,482.0
17409.746,58309.804,484.0
17409.746,58808.201,483.0
17409.746,59306.507,480.0
17409.746,59804.903,480.0
17409.746,60303.3,480.0
17409.746,60801.606,476.0
17409.746,61300.002,477.0
17409.746,61798.399,475.0
17409.746,62296.796,474.0
17409.746,62795.101,474.0
17409.746,63293.497,473.0
17409.746,63791.894,472.0
17409.746,64290.29,474.0
17409.746,64788.595,475.0
17409.746,65286.991,472.0
17409.746,65785.388,471.0
17409.746,66283.784,473.0
17409.746,66782.089,472.0
17409.746,67280.485,471.0
17409.746,67778.881,470.0
17409.746,68277.185,470.0
17409.746,68775.581,468.0
17409.746,69273.977,470.0
17409.746,69772.373,468.0
17409.746,70270.678,472.0
17409.746,70769.073,470.0
17409.746,71267.469,472.0
17409.746,71765.865,470.0
17409.746,72264.169,469.0
17409.746,72762.565,469.0
17409.746,73260.96,470.0
17409.746,73759.356,466.0
17409.746,74257.659,470.0
17409.746,74756.055,469.0
17409.746,75254.45,466.0
17409.746,75752.754,467.0
17409.746,76251.149,471.0
17409.746,76749.544,469.0
17409.746,77247.939,463.0
17409.746,77746.243,468.0
17409.746,78244.638,466.0
17409.746,78743.033,463.0
17409.746,79241.428,462.0
17409.746,79739.731,465.0
17409.746,80238.126,461.0
17409.746,80736.52,463.0
17409.746,81234.915,464.0
17409.746,81733.218,462.0
17409.746,82231.613,462.0
17409.746,82730.007,460.0
17409.746,83228.31,458.0
17409.746,83726.704,459.0
17409.746,84225.098,459.0
17409.746,84723.493,460.0
17409.746,85221.795,457.0
17409.746,85720.189,456.0
17409.746,86218.583,456.0
17409.746,86716.977,458.0
17409.746,87215.28,455.0
17409.746,87713.673,457.0
17409.746,88212.067,454.0
17409.746,88710.461,457.0
17409.746,89208.763,455.0
17409.746,89707.157,456.0
17409.746,90205.55,454.0
17409.746,90703.852,454.0
17409.746,91202.245,452.0
17409.746,91700.639,453.0
17409.746,92199.032,455.0
17409.746,92697.334,455.0
17409.746,93195.727,453.0
17409.746,93694.12,455.0
17409.746,94192.513,452.0
17409.746,94690.814,451.0
17409.746,95189.207,451.0
17409.746,95687.599,452.0
17409.746,96185.992,450.0
17409.746,96684.293,455.0
17409.746,97182.686,448.0
17907.206,0.0,1440.0
17907.206,498.399,1455.0
17907.206,996.707,1487.0
17907.206,1495.107,1462.0
17907.206,1993.506,1440.0
17907.206,2491.906,1413.0
17907.206,2990.214,1412.0
17907.206,3488.613,1424.0
17907.206,3987.013,1344.0
17907.206,4485.412,1305.0
17907.206,4983.72,1282.0
17907.206,5482.12,1268.0
17907.206,5980.519,1294.0
17907.206,6478.919,1268.0
17907.206,6977.227,1243.0
17907.206,7475.626,1208.0
17907.206,7974.025,1192.0
17907.206,8472.333,1186.0
17907.206,8970.733,1176.0
17907.206,9469.132,1163.0
17907.206,9967.532,1156.0
17907.206,10465.839,1144.0
17907.206,10964.239,1136.0
17907.206,11462.638,1146.0
17907.206,11961.038,1128.0
17907.206,12459.346,1138.0
17907.206,12957.745,1135.0
17907.206,13456.144,1135.0
17907.206,13954.544,1093.0
17907.206,14452.851,1062.0
17907.206,14951.251,1044.0
17907.206,15449.65,1023.0
17907.206,15947.958,972.0
17907.206,16446.357,964.0
17907.206,16944.756,927.0
17907.206,17443.156,863.0
17907.206,17941.463,813.0
17907.206,18439.863,771.0
17907.206,18938.262,736.0
17907.206,19436.661,724.0
17907.206,19934.969,714.0
17907.206,20433.368,703.0
17907.206,20931.767,694.0
17907.206,21430.166,685.0
17907.206,21928.474,677.0
17907.206,22426.873,669.0
17907.206,22925.272,662.0
17907.206,23423.58,655.0
17907.206,23921.979,647.0
17907.206,24420.378,641.0
17907.206,24918.777,636.0
17907.206,25417.084,627.0
17907.206,25915.483,624.0
17907.206,26413.882,614.0
17907.206,26912.281,610.0
17907.206,27410.589,605.0
17907.206,27908.988,602.0
17907.206,28407.386,597.0
17907.206,28905.785,596.0
17907.206,29404.093,593.0
17907.206,29902.491,592.0
17907.206,30400.89,591.0
17907.206,30899.198,603.0
17907.206,31397.596,619.0
17907.206,31895.995,582.0
17907.206,32394.394,586.0
17907.206,32892.701,588.0
17907.206,33391.1,585.0
17907.206,33889.498,577.0
17907.206,34387.897,569.0
17907.206,34886.204,565.0
17907.206,35384.603,544.0
17907.206,35883.001,563.0
17907.206,36381.4,530.0
17907.206,36879.707,523.0
17907.206,37378.105,525.0
17907.206,37876.503,526.0
17907.206,38374.81,531.0
17907.206,38873.209,540.0
17907.206,39371.607,543.0
17907.206,39870.005,557.0
17907.206,40368.312,564.0
17907.206,40866.71,566.0
17907.206,41365.109,572.0
17907.206,41863.507,571.0
17907.206,42361.813,567.0
17907.206,42860.212,572.0
17907.206,43358.61,569.0
17907.206,43857.008,562.0
17907.206,44355.314,546.0
17907.206,44853.712,549.0
17907.206,45352.11,531.0
17907.206,45850.417,529.0
17907.206,46348.815,521.0
17907.206,46847.213,523.0
17907.206,47345.61,519.0
17907.206,47843.917,514.0
17907.206,48342.314,509.0
17907.206,48840.712,509.0
17907.206,49339.11,508.0
17907.206,49837.416,508.0
17907.206,50335.814,505.0
17907.206,50834.211,503.0
17907.206,51332.609,502.0
17907.206,51830.915,501.0
17907.206,52329.312,499.0
17907.206,52827.71,497.0
17907.206,53326.016,498.0
17907.206,53824.413,493.0
17907.206,54322.81,492.0
17907.206,54821.207,492.0
17907.206,55319.513,490.0
17907.206,55817.91,489.0
17907.206,56316.308,488.0
17907.206,56814.705,486.0
17907.206,57313.01,486.0
17907.206,57811.407,482.0
17907.206,58309.804,480.0
17907.206,58808.201,486.0
17907.206,59306.507,482.0
17907.206,59804.903,480.0
17907.206,60303.3,479.0
17907.206,60801.606,479.0
17907.206,61300.002,477.0
17907.206,61798.399,474.0
17907.206,62296.796,473.0
17907.206,62795.101,473.0
17907.206,63293.497,473.0
17907.206,63791.894,474.0
17907.206,64290.29,474.0
17907.206,64788.595,473.0
17907.206,65286.991,471.0
17907.206,65785.388,472.0
17907.206,66283.784,470.0
17907.206,66782.089,471.0
17907.206,67280.485,470.0
17907.206,67778.881,468.0
17907.206,68277.185,473.0
17907.206,68775.581,471.0
17907.206,69273.977,467.0
17907.206,69772.373,470.0
17907.206,70270.678,472.0
17907.206,70769.073,473.0
17907.206,71267.469,470.0
17907.206,71765.865,471.0
17907.206,72264.169,470.0
17907.206,72762.565,469.0
17907.206,73260.96,469.0
17907.206,73759.356,468.0
17907.206,74257.659,471.0
17907.206,74756.055,470.0
17907.206,75254.45,467.0
17907.206,75752.754,465.0
17907.206,76251.149,469.0
17907.206,76749.544,470.0
17907.206,77247.939,468.0
17907.206,77746.243,468.0
17907.206,78244.638,464.0
17907.206,78743.033,463.0
17907.206,79241.428,465.0
17907.206,79739.731,466.0
17907.206,80238.126,465.0
17907.206,80736.52,464.0
17907.206,81234.915,466.0
17907.206,81733.218,464.0
17907.206,82231.613,463.0
17907.206,82730.007,461.0
17907.206,83228.31,459.0
17907.206,83726.704,458.0
17907.206,84225.098,459.0
17907.206,84723.493,457.0
17907.206,85221.795,457.0
17907.206,85720.189,457.0
17907.206,86218.583,458.0
17907.206,86716.977,458.0
17907.206,87215.28,456.0
17907.206,87713.673,456.0
17907.206,88212.067,457.0
17907.206,88710.461,457.0
17907.206,89208.763,457.0
17907.206,89707.157,455.0
17907.206,90205.55,455.0
17907.206,90703.852,455.0
17907.206,91202.245,453.0
17907.206,91700.639,455.0
17907.206,92199.032,454.0
17907.206,92697.334,453.0
17907.206,93195.727,454.0
17907.206,93694.12,453.0
17907.206,94192.513,453.0
17907.206,94690.814,452.0
17907.206,95189.207,455.0
17907.206,95687.599,451.0
17907.206,96185.992,451.0
17907.206,96684.293,450.0
17907.206,97182.686,450.0
18404.664,0.0,1446.0
18404.664,498.399,1464.0
18404.664,996.707,1452.0
18404.664,1495.107,1435.0
18404.664,1993.506,1439.0
18404.664,2491.906,1408.0
18404.664,2990.214,1377.0
18404.664,3488.613,1365.0
18404.664,3987.013,1314.0
18404.664,4485.412,1292.0
18404.664,4983.72,1265.0
18404.664,5482.12,1263.0
18404.664,5980.519,1246.0
18404.664,6478.919,1238.0
18404.664,6977.227,1221.0
18404.664,7475.626,1204.0
18404.664,7974.025,1192.0
18404.664,8472.333,1180.0
18404.664,8970.733,1171.0
18404.664,9469.132,1160.0
18404.664,9967.532,1150.0
18404.664,10465.839,1141.0
18404.664,10964.239,1135.0
18404.664,11462.638,1149.0
18404.664,11961.038,1149.0
18404.664,12459.346,1119.0
18404.664,12957.745,1097.0
18404.664,13456.144,1081.0
18404.664,13954.544,1053.0
18404.664,14452.851,1035.0
18404.664,14951.251,1016.0
18404.664,15449.65,1015.0
18404.664,15947.958,982.0
18404.664,16446.357,973.0
18404.664,16944.756,1010.0
18404.664,17443.156,965.0
18404.664,17941.463,839.0
18404.664,18439.863,773.0
18404.664,18938.262,740.0
18404.664,19436.661,722.0
18404.664,19934.969,711.0
18404.664,20433.368,702.0
18404.664,20931.767,693.0
18404.664,21430.166,683.0
18404.664,21928.474,675.0
18404.664,22426.873,667.0
18404.664,22925.272,659.0
18404.664,23423.58,653.0
18404.664,23921.979,646.0
18404.664,24420.378,640.0
18404.664,24918.777,631.0
18404.664,25417.084,626.0
18404.664,25915.483,620.0
18404.664,26413.882,618.0
18404.664,26912.281,607.0
18404.664,27410.589,601.0
18404.664,27908.988,597.0
18404.664,28407.386,594.0
18404.664,28905.785,590.0
18404.664,29404.093,586.0
18404.664,29902.491,584.0
18404.664,30400.89,581.0
18404.664,30899.198,593.0
18404.664,31397.596,587.0
18404.664,31895.995,573.0
18404.664,32394.394,568.0
18404.664,32892.701,569.0
18404.664,33391.1,570.0
18404.664,33889.498,567.0
18404.664,34387.897,561.0
18404.664,34886.204,564.0
18404.664,35384.603,526.0
18404.664,35883.001,531.0
18404.664,36381.4,530.0
18404.664,36879.707,523.0
18404.664,37378.105,524.0
18404.664,37876.503,529.0
18404.664,38374.81,541.0
18404.664,38873.209,555.0
18404.664,39371.607,571.0
18404.664,39870.005,577.0
18404.664,40368.312,585.0
18404.664,40866.71,584.0
18404.664,41365.109,582.0
18404.664,41863.507,582.0
18404.664,42361.813,586.0
18404.664,42860.212,580.0
18404.664,43358.61,575.0
18404.664,43857.008,575.0
18404.664,44355.314,578.0
18404.664,44853.712,566.0
18404.664,45352.11,544.0
18404.664,45850.417,530.0
18404.664,46348.815,530.0
18404.664,46847.213,521.0
18404.664,47345.61,522.0
18404.664,47843.917,520.0
18404.664,48342.314,512.0
18404.664,48840.712,507.0
18404.664,49339.11,509.0
18404.664,49837.416,508.0
18404.664,50335.814,506.0
18404.664,50834.211,504.0
18404.664,51332.609,501.0
18404.664,51830.915,501.0
18404.664,52329.312,498.0
18404.664,52827.71,497.0
18404.664,53326.016,496.0
18404.664,53824.413,495.0
18404.664,54322.81,495.0
18404.664,54821.207,493.0
18404.664,55319.513,491.0
18404.664,55817.91,489.0
18404.664,56316.308,488.0
18404.664,56814.705,489.0
18404.664,57313.01,485.0
18404.664,57811.407,486.0
18404.664,58309.804,486.0
18404.664,58808.201,486.0
18404.664,59306.507,481.0
18404.664,59804.903,480.0
18404.664,60303.3,478.0
18404.664,60801.606,480.0
18404.664,61300.002,476.0
18404.664,61798.399,476.0
18404.664,62296.796,474.0
18404.664,62795.101,476.0
18404.664,63293.497,475.0
18404.664,63791.894,475.0
18404.664,64290.29,476.0
18404.664,64788.595,474.0
18404.664,65286.991,474.0
18404.664,65785.388,477.0
18404.664,66283.784,474.0
18404.664,66782.089,471.0
18404.664,67280.485,471.0
18404.664,67778.881,473.0
18404.664,68277.185,472.0
18404.664,68775.581,470.0
18404.664,69273.977,470.0
18404.664,69772.373,470.0
18404.664,70270.678,471.0
18404.664,70769.073,471.0
18404.664,71267.469,467.0
18404.664,71765.865,468.0
18404.664,72264.169,470.0
18404.664,72762.565,470.0
18404.664,73260.96,470.0
18404.664,73759.356,471.0
18404.664,74257.659,470.0
18404.664,74756.055,472.0
18404.664,75254.45,468.0
18404.664,75752.754,467.0
18404.664,76251.149,469.0
18404.664,76749.544,469.0
18404.664,77247.939,470.0
18404.664,77746.243,467.0
18404.664,78244.638,466.0
18404.664,78743.033,464.0
18404.664,79241.428,469.0
18404.664,79739.731,465.0
18404.664,80238.126,467.0
18404.664,80736.52,466.0
18404.664,81234.915,467.0
18404.664,81733.218,465.0
18404.664,82231.613,463.0
18404.664,82730.007,465.0
18404.664,83228.31,460.0
18404.664,83726.704,461.0
18404.664,84225.098,462.0
18404.664,84723.493,456.0
18404.664,85221.795,458.0
18404.664,85720.189,459.0
18404.664,86218.583,457.0
18404.664,86716.977,458.0
18404.664,87215.28,460.0
18404.664,87713.673,458.0
18404.664,88212.067,456.0
18404.664,88710.461,458.0
18404.664,89208.763,455.0
18404.664,89707.157,454.0
18404.664,90205.55,457.0
18404.664,90703.852,453.0
18404.664,91202.245,456.0
18404.664,91700.639,456.0
18404.664,92199.032,453.0
18404.664,92697.334,453.0
18404.664,93195.727,453.0
18404.664,93694.12,454.0
18404.664,94192.513,455.0
18404.664,94690.814,454.0
18404.664,95189.207,451.0
18404.664,95687.599,452.0
18404.664,96185.992,449.0
18404.664,96684.293,450.0
18404.664,97182.686,450.0
18902.012,0.0,1440.0
18902.012,498.399,1455.0
18902.012,996.707,1455.0
18902.012,1495.107,1441.0
18902.012,1993.506,1431.0
18902.012,2491.906,1401.0
18902.012,2990.214,1370.0
18902.012,3488.613,1370.0
18902.012,3987.013,1342.0
18902.012,4485.412,1300.0
18902.012,4983.72,1300.0
18902.012,5482.12,1263.0
18902.012,5980.519,1236.0
18902.012,6478.919,1236.0
18902.012,6977.227,1215.0
18902.012,7475.626,1202.0
18902.012,7974.025,1191.0
18902.012,8472.333,1177.0
18902.012,8970.733,1168.0
18902.012,9469.132,1155.0
18902.012,9967.532,1148.0
18902.012,10465.839,1140.0
18902.012,10964.239,1158.0
18902.012,11462.638,1158.0
18902.012,11961.038,1169.0
18902.012,12459.346,1158.0
18902.012,12957.745,1160.0
18902.012,13456.144,1111.0
18902.012,13954.544,1068.0
18902.012,14452.851,1045.0
18902.012,14951.251,1010.0
18902.012,15449.65,971.0
18902.012,15947.958,930.0
18902.012,16446.357,937.0
18902.012,16944.756,919.0
18902.012,17443.156,893.0
18902.012,17941.463,807.0
18902.012,18439.863,766.0
18902.012,18938.262,734.0
18902.012,19436.661,715.0
18902.012,19934.969,704.0
18902.012,20433.368,692.0
18902.012,20931.767,688.0
18902.012,21430.166,678.0
18902.012,21928.474,673.0
18902.012,22426.873,663.0
18902.012,22925.272,658.0
18902.012,23423.58,650.0
18902.012,23921.979,644.0
18902.012,24420.378,636.0
18902.012,24918.777,631.0
18902.012,25417.084,624.0
18902.012,25915.483,616.0
18902.012,26413.882,610.0
18902.012,26912.281,606.0
18902.012,27410.589,600.0
18902.012,27908.988,593.0
18902.012,28407.386,592.0
18902.012,28905.785,590.0
18902.012,29404.093,582.0
18902.012,29902.491,578.0
18902.012,30400.89,577.0
18902.012,30899.198,593.0
18902.012,31397.596,589.0
18902.012,31895.995,565.0
18902.012,32394.394,563.0
18902.012,32892.701,562.0
18902.012,33391.1,557.0
18902.012,33889.498,556.0
18902.012,34387.897,548.0
18902.012,34886.204,548.0
18902.012,35384.603,527.0
18902.012,35883.001,525.0
18902.012,36381.4,527.0
18902.012,36879.707,525.0
18902.012,37378.105,531.0
18902.012,37876.503,542.0
18902.012,38374.81,560.0
18902.012,38873.209,585.0
18902.012,39371.607,602.0
18902.012,39870.005,599.0
18902.012,40368.312,606.0
18902.012,40866.71,610.0
18902.012,41365.109,592.0
18902.012,41863.507,597.0
18902.012,42361.813,595.0
18902.012,42860.212,585.0
18902.012,43358.61,576.0
18902.012,43857.008,583.0
18902.012,44355.314,593.0
18902.012,44853.712,582.0
18902.012,45352.11,553.0
18902.012,45850.417,543.0
18902.012,46348.815,523.0
18902.012,46847.213,527.0
18902.012,47345.61,517.0
18902.012,47843.917,518.0
18902.012,48342.314,515.0
18902.012,48840.712,511.0
18902.012,49339.11,506.0
18902.012,49837.416,507.0
18902.012,50335.814,507.0
18902.012,50834.211,505.0
18902.012,51332.609,502.0
18902.012,51830.915,503.0
18902.012,52329.312,500.0
18902.012,52827.71,500.0
18902.012,53326.016,498.0
18902.012,53824.413,497.0
18902.012,54322.81,493.0
18902.012,54821.207,493.0
18902.012,55319.513,492.0
18902.012,55817.91,491.0
18902.012,56316.308,491.0
18902.012,56814.705,489.0
18902.012,57313.01,489.0
18902.012,57811.407,488.0
18902.012,58309.804,485.0
18902.012,58808.201,483.0
18902.012,59306.507,484.0
18902.012,59804.903,480.0
18902.012,60303.3,479.0
18902.012,60801.606,479.0
18902.012,61300.002,479.0
18902.012,61798.399,478.0
18902.012,62296.796,476.0
18902.012,62795.101,476.0
18902.012,63293.497,475.0
18902.012,63791.894,477.0
18902.012,64290.29,474.0
18902.012,64788.595,475.0
18902.012,65286.991,475.0
18902.012,65785.388,475.0
18902.012,66283.784,474.0
18902.012,66782.089,472.0
18902.012,67280.485,469.0
18902.012,67778.881,472.0
18902.012,68277.185,470.0
18902.012,68775.581,472.0
18902.012,69273.977,470.0
18902.012,69772.373,472.0
18902.012,70270.678,473.0
18902.012,70769.073,472.0
18902.012,71267.469,471.0
18902.012,71765.865,470.0
18902.012,72264.169,469.0
18902.012,72762.565,472.0
18902.012,73260.96,470.0
18902.012,73759.356,471.0
18902.012,74257.659,471.0
18902.012,74756.055,473.0
18902.012,75254.45,473.0
18902.012,75752.754,470.0
18902.012,76251.149,469.0
18902.012,76749.544,470.0
18902.012,77247.939,469.0
18902.012,77746.243,470.0
18902.012,78244.638,467.0
18902.012,78743.033,470.0
18902.012,79241.428,467.0
18902.012,79739.731,469.0
18902.012,80238.126,466.0
18902.012,80736.52,465.0
18902.012,81234.915,467.0
18902.012,81733.218,465.0
18902.012,82231.613,465.0
18902.012,82730.007,462.0
18902.012,83228.31,461.0
18902.012,83726.704,461.0
18902.012,84225.098,459.0
18902.012,84723.493,458.0
18902.012,85221.795,456.0
18902.012,85720.189,459.0
18902.012,86218.583,457.0
18902.012,86716.977,458.0
18902.012,87215.28,455.0
18902.012,87713.673,456.0
18902.012,88212.067,458.0
18902.012,88710.461,457.0
18902.012,89208.763,456.0
18902.012,89707.157,458.0
18902.012,90205.55,458.0
18902.012,90703.852,455.0
18902.012,91202.245,456.0
18902.012,91700.639,454.0
18902.012,92199.032,451.0
18902.012,92697.334,453.0
18902.012,93195.727,454.0
18902.012,93694.12,452.0
18902.012,94192.513,454.0
18902.012,94690.814,454.0
18902.012,95189.207,456.0
18902.012,95687.599,449.0
18902.012,96185.992,448.0
18902.012,96684.293,451.0
18902.012,97182.686,451.0
19399.47,0.0,1425.0
19399.47,498.399,1429.0
19399.47,996.707,1435.0
19399.47,1495.107,1452.0
19399.47,1993.506,1452.0
19399.47,2491.906,1403.0
19399.47,2990.214,1373.0
19399.47,3488.613,1323.0
19399.47,3987.013,1305.0
19399.47,4485.412,1287.0
19399.47,4983.72,1299.0
19399.47,5482.12,1250.0
19399.47,5980.519,1229.0
19399.47,6478.919,1226.0
19399.47,6977.227,1211.0
19399.47,7475.626,1197.0
19399.47,7974.025,1185.0
19399.47,8472.333,1174.0
19399.47,8970.733,1167.0
19399.47,9469.132,1156.0
19399.47,9967.532,1144.0
19399.47,10465.839,1137.0
19399.47,10964.239,1148.0
19399.47,11462.638,1166.0
19399.47,11961.038,1190.0
19399.47,12459.346,1144.0
19399.47,12957.745,1133.0
19399.47,13456.144,1104.0
19399.47,13954.544,1079.0
19399.47,14452.851,1045.0
19399.47,14951.251,1041.0
19399.47,15449.65,982.0
19399.47,15947.958,952.0
19399.47,16446.357,945.0
19399.47,16944.756,899.0
19399.47,17443.156,858.0
19399.47,17941.463,791.0
19399.47,18439.863,776.0
19399.47,18938.262,738.0
19399.47,19436.661,715.0
19399.47,19934.969,698.0
19399.47,20433.368,687.0
19399.47,20931.767,677.0
19399.47,21430.166,671.0
19399.47,21928.474,661.0
19399.47,22426.873,659.0
19399.47,22925.272,653.0
19399.47,23423.58,646.0
19399.47,23921.979,638.0
19399.47,24420.378,632.0
19399.47,24918.777,626.0
19399.47,25417.084,622.0
19399.47,25915.483,615.0
19399.47,26413.882,609.0
19399.47,26912.281,602.0
19399.47,27410.589,598.0
19399.47,27908.988,593.0
19399.47,28407.386,584.0
19399.47,28905.785,581.0
19399.47,29404.093,579.0
19399.47,29902.491,575.0
19399.47,30400.89,570.0
19399.47,30899.198,579.0
19399.47,31397.596,569.0
19399.47,31895.995,560.0
19399.47,32394.394,561.0
19399.47,32892.701,558.0
19399.47,33391.1,554.0
19399.47,33889.498,550.0
19399.47,34387.897,544.0
19399.47,34886.204,541.0
19399.47,35384.603,528.0
19399.47,35883.001,523.0
19399.47,36381.4,523.0
19399.47,36879.707,524.0
19399.47,37378.105,536.0
19399.47,37876.503,552.0
19399.47,38374.81,574.0
19399.47,38873.209,599.0
19399.47,39371.607,605.0
19399.47,39870.005,623.0
19399.47,40368.312,632.0
19399.47,40866.71,630.0
19399.47,41365.109,629.0
19399.47,41863.507,607.0
19399.47,42361.813,594.0
19399.47,42860.212,592.0
19399.47,43358.61,590.0
19399.47,43857.008,558.0
19399.47,44355.314,585.0
19399.47,44853.712,582.0
19399.47,45352.11,569.0
19399.47,45850.417,546.0
19399.47,46348.815,535.0
19399.47,46847.213,524.0
19399.47,47345.61,522.0
19399.47,47843.917,519.0
19399.47,48342.314,514.0
19399.47,48840.712,515.0
19399.47,49339.11,509.0
19399.47,49837.416,508.0
19399.47,50335.814,508.0
19399.47,50834.211,504.0
19399.47,51332.609,505.0
19399.47,51830.915,506.0
19399.47,52329.312,504.0
19399.47,52827.71,502.0
19399.47,53326.016,498.0
19399.47,53824.413,497.0
19399.47,54322.81,496.0
19399.47,54821.207,497.0
19399.47,55319.513,492.0
19399.47,55817.91,492.0
19399.47,56316.308,491.0
19399.47,56814.705,490.0
19399.47,57313.01,488.0
19399.47,57811.407,490.0
19399.47,58309.804,489.0
19399.47,58808.201,485.0
19399.47,59306.507,485.0
19399.47,59804.903,481.0
19399.47,60303.3,481.0
19399.47,60801.606,480.0
19399.47,61300.002,480.0
19399.47,61798.399,480.0
19399.47,62296.796,479.0
19399.47,62795.101,477.0
19399.47,63293.497,476.0
19399.47,63791.894,476.0
19399.47,64290.29,478.0
19399.47,64788.595,475.0
19399.47,65286.991,474.0
19399.47,65785.388,474.0
19399.47,66283.784,472.0
19399.47,66782.089,473.0
19399.47,67280.485,473.0
19399.47,67778.881,473.0
19399.47,68277.185,473.0
19399.47,68775.581,474.0
19399.47,69273.977,473.0
19399.47,69772.373,474.0
19399.47,70270.678,474.0
19399.47,70769.073,474.0
19399.47,71267.469,471.0
19399.47,71765.865,472.0
19399.47,72264.169,474.0
19399.47,72762.565,471.0
19399.47,73260.96,470.0
19399.47,73759.356,473.0
19399.47,74257.659,472.0
19399.47,74756.055,472.0
19399.47,75254.45,469.0
19399.47,75752.754,467.0
19399.47,76251.149,471.0
